COHORT,OPEID,NAME,TYPE,CIPCODE,CIPDESC,CREDLEV,CREDDESC,COUNT,DEBTMEDIAN,DEBTMEAN,IPEDSCOUNT,FIELD
2016_2017,2984,UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE),PUBLIC,4404,Public Administration.,5,Master's Degree,24,39489,46372,48,Public Administration and Social Services
2016_2017,3798,UNIVERSITY OF WASHINGTON - SEATTLE,PUBLIC,4404,Public Administration.,5,Master's Degree,222,41000,45855,424,Public Administration and Social Services
2016_2017,1047,TROY UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,82,42958,45843,139,Public Administration and Social Services
2016_2017,3329,PENNSYLVANIA STATE UNIVERSITY (THE),PUBLIC,4404,Public Administration.,5,Master's Degree,111,44250,45563,191,Public Administration and Social Services
2016_2017,3032,CLEVELAND STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,40,29505,45520,65,Public Administration and Social Services
2016_2017,25042,WALDEN UNIVERSITY,PROPRIETARY,4404,Public Administration.,5,Master's Degree,149,41000,45344,236,Public Administration and Social Services
2016_2017,1101,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,PUBLIC,4404,Public Administration.,8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,45016,NULL,Public Administration and Social Services
2016_2017,2327,UNIVERSITY OF MICHIGAN - FLINT,PUBLIC,4404,Public Administration.,5,Master's Degree,52,41000,44943,107,Public Administration and Social Services
2016_2017,1813,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLI,PUBLIC,4404,Public Administration.,5,Master's Degree,60,41000,44938,136,Public Administration and Social Services
2016_2017,1999,UNIVERSITY OF LOUISVILLE,PUBLIC,4404,Public Administration.,5,Master's Degree,23,42458,44772,31,Public Administration and Social Services
2016_2017,2062,BOWIE STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,35,41000,44768,65,Public Administration and Social Services
2016_2017,2268,GRAND VALLEY STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,64,45591,44690,123,Public Administration and Social Services
2016_2017,1141,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",PUBLIC,4404,Public Administration.,5,Master's Degree,86,44925,44116,143,Public Administration and Social Services
2016_2017,2130,BOSTON UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,19,PrivacySuppressed,43961,48,Public Administration and Social Services
2016_2017,3644,TEXAS TECH UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,12,PrivacySuppressed,43934,28,Public Administration and Social Services
2016_2017,3509,UNIVERSITY OF MEMPHIS (THE),PUBLIC,4404,Public Administration.,5,Master's Degree,27,40239,43884,41,Public Administration and Social Services
2016_2017,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",PUBLIC,4404,Public Administration.,5,Master's Degree,238,41000,43717,480,Public Administration and Social Services
2016_2017,2077,JOHNS HOPKINS UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,27,41000,43714,40,Public Administration and Social Services
2016_2017,2326,UNIVERSITY OF MICHIGAN - DEARBORN,PUBLIC,4404,Public Administration.,5,Master's Degree,20,48733,43667,38,Public Administration and Social Services
2016_2017,1881,ASHFORD UNIVERSITY,PROPRIETARY,4404,Public Administration.,5,Master's Degree,243,41000,43503,290,Public Administration and Social Services
2016_2017,2569,UNIVERSITY OF NEVADA - LAS VEGAS,PUBLIC,4404,Public Administration.,5,Master's Degree,37,41000,43290,82,Public Administration and Social Services
2016_2017,2330,WESTERN MICHIGAN UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,46,41642,43205,81,Public Administration and Social Services
2016_2017,1205,GOLDEN GATE UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,25,41000,43085,63,Public Administration and Social Services
2016_2017,3216,PORTLAND STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,57,41000,42980,114,Public Administration and Social Services
2016_2017,3242,CARNEGIE MELLON UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,21,31392,42901,65,Public Administration and Social Services
2016_2017,4509,UNIVERSITY OF COLORADO COLORADO SPRINGS,PUBLIC,4404,Public Administration.,5,Master's Degree,31,41000,42854,56,Public Administration and Social Services
2016_2017,3425,CLEMSON UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,22,37884,42365,29,Public Administration and Social Services
2016_2017,1809,INDIANA UNIVERSITY - BLOOMINGTON,PUBLIC,4404,Public Administration.,5,Master's Degree,200,40145,42334,380,Public Administration and Social Services
2016_2017,1466,BARRY UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,118,41000,42286,180,Public Administration and Social Services
2016_2017,2498,PARK UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,24,44988,42206,80,Public Administration and Social Services
2016_2017,32673,CAPELLA UNIVERSITY,PROPRIETARY,4404,Public Administration.,5,Master's Degree,120,40419,42115,169,Public Administration and Social Services
2016_2017,1489,FLORIDA STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,50,41000,41798,151,Public Administration and Social Services
2016_2017,3775,EASTERN WASHINGTON UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,35,35512,41654,52,Public Administration and Social Services
2016_2017,2711,CORNELL UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,40,41000,41581,199,Public Administration and Social Services
2016_2017,1776,UNIVERSITY OF ILLINOIS AT CHICAGO,PUBLIC,4404,Public Administration.,5,Master's Degree,36,39551,41570,134,Public Administration and Social Services
2016_2017,1133,CALIFORNIA LUTHERAN UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,41337,60,Public Administration and Social Services
2016_2017,3954,UNIVERSITY OF CENTRAL FLORIDA,PUBLIC,4404,Public Administration.,5,Master's Degree,61,38550,41300,96,Public Administration and Social Services
2016_2017,2663,UNIVERSITY OF NEW MEXICO,PUBLIC,4404,Public Administration.,5,Master's Degree,57,43580,41171,102,Public Administration and Social Services
2016_2017,2218,SUFFOLK UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,50,41000,41013,90,Public Administration and Social Services
2016_2017,3152,UNIVERSITY OF CENTRAL OKLAHOMA,PUBLIC,4404,Public Administration.,5,Master's Degree,28,37125,40908,56,Public Administration and Social Services
2016_2017,1574,GEORGIA STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,58,38154,40838,94,Public Administration and Social Services
2016_2017,3428,COLLEGE OF CHARLESTON,PUBLIC,4404,Public Administration.,5,Master's Degree,24,41621,40618,38,Public Administration and Social Services
2016_2017,2622,KEAN UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,76,41000,40415,113,Public Administration and Social Services
2016_2017,9275,NORTHERN KENTUCKY UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,17,PrivacySuppressed,40229,37,Public Administration and Social Services
2016_2017,2975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,PUBLIC,4404,Public Administration.,5,Master's Degree,41,39471,40124,56,Public Administration and Social Services
2016_2017,4508,UNIVERSITY OF COLORADO DENVER,PUBLIC,4404,Public Administration.,5,Master's Degree,148,37526,40120,290,Public Administration and Social Services
2016_2017,1610,UNIVERSITY OF HAWAII AT MANOA,PUBLIC,4404,Public Administration.,5,Master's Degree,14,PrivacySuppressed,39894,37,Public Administration and Social Services
2016_2017,1052,UNIVERSITY OF ALABAMA AT BIRMINGHAM,PUBLIC,4404,Public Administration.,5,Master's Degree,31,41000,39401,69,Public Administration and Social Services
2016_2017,3522,TENNESSEE STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,12,PrivacySuppressed,39381,22,Public Administration and Social Services
2016_2017,3005,UNIVERSITY OF NORTH DAKOTA,PUBLIC,4404,Public Administration.,5,Master's Degree,13,PrivacySuppressed,39302,21,Public Administration and Social Services
2016_2017,2589,UNIVERSITY OF NEW HAMPSHIRE,PUBLIC,4404,Public Administration.,5,Master's Degree,10,PrivacySuppressed,39292,25,Public Administration and Social Services
2016_2017,2923,EAST CAROLINA UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,11,PrivacySuppressed,39147,20,Public Administration and Social Services
2016_2017,3754,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,22,35034,39107,67,Public Administration and Social Services
2016_2017,9741,UNIVERSITY OF TEXAS AT DALLAS,PUBLIC,4404,Public Administration.,5,Master's Degree,26,39247,38687,42,Public Administration and Social Services
2016_2017,1758,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,PUBLIC,4404,Public Administration.,5,Master's Degree,20,35521,38683,33,Public Administration and Social Services
2016_2017,1481,FLORIDA ATLANTIC UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,66,36248,38560,99,Public Administration and Social Services
2016_2017,3046,FRANKLIN UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,29,34168,38541,37,Public Administration and Social Services
2016_2017,1739,NORTHWESTERN UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,85,40605,38372,175,Public Administration and Social Services
2016_2017,10115,UNIVERSITY OF TEXAS AT SAN ANTONIO,PUBLIC,4404,Public Administration.,5,Master's Degree,47,36517,38353,75,Public Administration and Social Services
2016_2017,2243,CENTRAL MICHIGAN UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,71,38226,38337,196,Public Administration and Social Services
2016_2017,1598,UNIVERSITY OF GEORGIA,PUBLIC,4404,Public Administration.,5,Master's Degree,54,35991,38324,112,Public Administration and Social Services
2016_2017,2521,WEBSTER UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,16,PrivacySuppressed,38320,46,Public Administration and Social Services
2016_2017,2836,BINGHAMTON UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,43,40250,38177,80,Public Administration and Social Services
2016_2017,20988,UNIVERSITY OF PHOENIX,PROPRIETARY,4404,Public Administration.,5,Master's Degree,306,35537,38003,347,Public Administration and Social Services
2016_2017,1577,KENNESAW STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,28,41000,37763,64,Public Administration and Social Services
2016_2017,3696,UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLE,PUBLIC,4404,Public Administration.,5,Master's Degree,10,PrivacySuppressed,37737,26,Public Administration and Social Services
2016_2017,2307,OAKLAND UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,36,38501,37646,61,Public Administration and Social Services
2016_2017,1977,MURRAY STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,12,PrivacySuppressed,37586,26,Public Administration and Social Services
2016_2017,3735,VIRGINIA COMMONWEALTH UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,13,PrivacySuppressed,37537,45,Public Administration and Social Services
2016_2017,41618,BRANDMAN UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,17,PrivacySuppressed,37395,51,Public Administration and Social Services
2016_2017,3410,ROGER WILLIAMS UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,13,PrivacySuppressed,37337,25,Public Administration and Social Services
2016_2017,3728,OLD DOMINION UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,40,36075,37337,93,Public Administration and Social Services
2016_2017,8155,EVERGREEN STATE COLLEGE (THE),PUBLIC,4404,Public Administration.,5,Master's Degree,82,40365,37200,135,Public Administration and Social Services
2016_2017,1020,JACKSONVILLE STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,12,PrivacySuppressed,37198,28,Public Administration and Social Services
2016_2017,3266,GANNON UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,18,PrivacySuppressed,37176,61,Public Administration and Social Services
2016_2017,2518,UNIVERSITY OF MISSOURI - KANSAS CITY,PUBLIC,4404,Public Administration.,5,Master's Degree,41,35270,37077,83,Public Administration and Social Services
2016_2017,1572,GEORGIA SOUTHERN UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,37070,27,Public Administration and Social Services
2016_2017,3827,WEST VIRGINIA UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,27,31430,37036,41,Public Administration and Social Services
2016_2017,3675,UNIVERSITY OF UTAH,PUBLIC,4404,Public Administration.,5,Master's Degree,50,32297,36701,116,Public Administration and Social Services
2016_2017,2010,LOUISIANA STATE UNIVERSITY & AGRICULTURAL & MECHAN,PUBLIC,4404,Public Administration.,5,Master's Degree,13,PrivacySuppressed,36643,56,Public Administration and Social Services
2016_2017,1759,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,PUBLIC,4404,Public Administration.,5,Master's Degree,47,35388,36568,87,Public Administration and Social Services
2016_2017,1142,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",PUBLIC,4404,Public Administration.,5,Master's Degree,71,35883,36511,165,Public Administration and Social Services
2016_2017,3896,UNIVERSITY OF WISCONSIN - MILWAUKEE,PUBLIC,4404,Public Administration.,5,Master's Degree,13,PrivacySuppressed,36139,22,Public Administration and Social Services
2016_2017,1950,WICHITA STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,20,39729,35872,36,Public Administration and Social Services
2016_2017,38193,AMERICAN PUBLIC UNIVERSITY SYSTEM,PROPRIETARY,4404,Public Administration.,5,Master's Degree,121,35310,35802,237,Public Administration and Social Services
2016_2017,1139,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",PUBLIC,4404,Public Administration.,5,Master's Degree,103,37338,35647,211,Public Administration and Social Services
2016_2017,2329,WAYNE STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,35627,38,Public Administration and Social Services
2016_2017,32553,FLORIDA GULF COAST UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,13,PrivacySuppressed,35615,40,Public Administration and Social Services
2016_2017,2516,UNIVERSITY OF MISSOURI - COLUMBIA,PUBLIC,4404,Public Administration.,8,Graduate/Professional Certificate,PrivacySuppressed,24838,35562,NULL,Public Administration and Social Services
2016_2017,2765,MARIST COLLEGE,PRIVATE,4404,Public Administration.,5,Master's Degree,58,37485,35533,142,Public Administration and Social Services
2016_2017,3414,UNIVERSITY OF RHODE ISLAND,PUBLIC,4404,Public Administration.,5,Master's Degree,23,37670,35495,40,Public Administration and Social Services
2016_2017,3388,VILLANOVA UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,70,35556,35459,184,Public Administration and Social Services
2016_2017,3078,WRIGHT STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,24,31807,35356,51,Public Administration and Social Services
2016_2017,1146,"CALIFORNIA STATE UNIVERSITY, CHICO",PUBLIC,4404,Public Administration.,5,Master's Degree,10,PrivacySuppressed,35346,25,Public Administration and Social Services
2016_2017,1860,DRAKE UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,85,30300,34892,148,Public Administration and Social Services
2016_2017,3692,NORWICH UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,23,29000,34793,91,Public Administration and Social Services
2016_2017,3656,UNIVERSITY OF TEXAS AT ARLINGTON,PUBLIC,4404,Public Administration.,5,Master's Degree,76,37401,34780,111,Public Administration and Social Services
2016_2017,1616,BOISE STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,19,PrivacySuppressed,34778,40,Public Administration and Social Services
2016_2017,2638,SAINT PETER'S UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,11,PrivacySuppressed,34505,22,Public Administration and Social Services
2016_2017,1065,UNIVERSITY OF ALASKA SOUTHEAST,PUBLIC,4404,Public Administration.,5,Master's Degree,19,PrivacySuppressed,34485,59,Public Administration and Social Services
2016_2017,1074,GRAND CANYON UNIVERSITY,PROPRIETARY,4404,Public Administration.,5,Master's Degree,346,33710,34468,386,Public Administration and Social Services
2016_2017,2981,WESTERN CAROLINA UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,19,PrivacySuppressed,34425,34,Public Administration and Social Services
2016_2017,3670,BRIGHAM YOUNG UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,58,34908,34416,186,Public Administration and Social Services
2016_2017,1579,AUGUSTA UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,12,PrivacySuppressed,34357,23,Public Administration and Social Services
2016_2017,1157,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",PUBLIC,4404,Public Administration.,5,Master's Degree,11,PrivacySuppressed,34115,31,Public Administration and Social Services
2016_2017,1138,"CALIFORNIA STATE UNIVERSITY, EAST BAY",PUBLIC,4404,Public Administration.,5,Master's Degree,87,36281,33914,170,Public Administration and Social Services
2016_2017,2519,UNIVERSITY OF MISSOURI - SAINT LOUIS,PUBLIC,4404,Public Administration.,5,Master's Degree,17,PrivacySuppressed,33878,34,Public Administration and Social Services
2016_2017,1599,VALDOSTA STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,42,38429,33877,100,Public Administration and Social Services
2016_2017,1101,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,PUBLIC,4404,Public Administration.,5,Master's Degree,25,33380,33698,38,Public Administration and Social Services
2016_2017,1537,UNIVERSITY OF SOUTH FLORIDA,PUBLIC,4404,Public Administration.,5,Master's Degree,39,33862,33618,75,Public Administration and Social Services
2016_2017,2975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,PUBLIC,4404,Public Administration.,8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,33471,NULL,Public Administration and Social Services
2016_2017,1963,EASTERN KENTUCKY UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,30,34994,33289,55,Public Administration and Social Services
2016_2017,1505,LYNN UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,33196,28,Public Administration and Social Services
2016_2017,1154,SAN FRANCISCO STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,46,33787,33160,97,Public Administration and Social Services
2016_2017,1153,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",PUBLIC,4404,Public Administration.,5,Master's Degree,471,34000,32144,750,Public Administration and Social Services
2016_2017,2222,UNIVERSITY OF MASSACHUSETTS - BOSTON,PUBLIC,4404,Public Administration.,5,Master's Degree,26,35312,32104,55,Public Administration and Social Services
2016_2017,2480,LINDENWOOD UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,18,PrivacySuppressed,31545,26,Public Administration and Social Services
2016_2017,2835,STATE UNIVERSITY OF NEW YORK AT ALBANY,PUBLIC,4404,Public Administration.,5,Master's Degree,62,30225,31541,118,Public Administration and Social Services
2016_2017,3485,CUMBERLAND UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,11,PrivacySuppressed,31413,22,Public Administration and Social Services
2016_2017,9841,UNIVERSITY OF NORTH FLORIDA,PUBLIC,4404,Public Administration.,5,Master's Degree,13,PrivacySuppressed,31330,30,Public Administration and Social Services
2016_2017,9333,UNIVERSITY OF ILLINOIS AT SPRINGFIELD,PUBLIC,4404,Public Administration.,5,Master's Degree,54,31355,31324,133,Public Administration and Social Services
2016_2017,2693,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,PUBLIC,4404,Public Administration.,5,Master's Degree,147,28500,31157,400,Public Administration and Social Services
2016_2017,1009,AUBURN UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,11,PrivacySuppressed,31067,25,Public Administration and Social Services
2016_2017,1140,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",PUBLIC,4404,Public Administration.,5,Master's Degree,24,30778,31057,51,Public Administration and Social Services
2016_2017,3932,UNIVERSITY OF WYOMING,PUBLIC,4404,Public Administration.,5,Master's Degree,11,PrivacySuppressed,31001,25,Public Administration and Social Services
2016_2017,1083,UNIVERSITY OF ARIZONA (THE),PUBLIC,4404,Public Administration.,5,Master's Degree,28,28038,30970,55,Public Administration and Social Services
2016_2017,41215,COLUMBIA SOUTHERN UNIVERSITY,PROPRIETARY,4404,Public Administration.,5,Master's Degree,61,24353,30952,130,Public Administration and Social Services
2016_2017,9743,BELLEVUE UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,45,30362,30896,65,Public Administration and Social Services
2016_2017,3606,SAM HOUSTON STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,14,PrivacySuppressed,30786,28,Public Administration and Social Services
2016_2017,3661,UNIVERSITY OF TEXAS AT EL PASO,PUBLIC,4404,Public Administration.,5,Master's Degree,25,20500,30604,69,Public Administration and Social Services
2016_2017,2954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,PUBLIC,4404,Public Administration.,5,Master's Degree,31,33000,30591,62,Public Administration and Social Services
2016_2017,1786,BALL STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,10,PrivacySuppressed,30496,18,Public Administration and Social Services
2016_2017,1417,UNIVERSITY OF CONNECTICUT,PUBLIC,4404,Public Administration.,5,Master's Degree,27,28255,30275,82,Public Administration and Social Services
2016_2017,1155,SAN JOSE STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,12,PrivacySuppressed,30156,38,Public Administration and Social Services
2016_2017,2554,UNIVERSITY OF NEBRASKA AT OMAHA,PUBLIC,4404,Public Administration.,5,Master's Degree,39,30000,30136,89,Public Administration and Social Services
2016_2017,2314,SAGINAW VALLEY STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,24,30134,30066,34,Public Administration and Social Services
2016_2017,3051,KENT STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,28,27092,29853,49,Public Administration and Social Services
2016_2017,11460,NATIONAL UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,185,32587,29741,300,Public Administration and Social Services
2016_2017,2536,UNIVERSITY OF MONTANA (THE),PUBLIC,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,29612,39,Public Administration and Social Services
2016_2017,1151,SAN DIEGO STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,24,31983,29408,80,Public Administration and Social Services
2016_2017,2976,UNIVERSITY OF NORTH CAROLINA -GREENSBORO,PUBLIC,4404,Public Administration.,5,Master's Degree,PrivacySuppressed,PrivacySuppressed,29340,21,Public Administration and Social Services
2016_2017,2972,NORTH CAROLINA STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,26,31023,29251,52,Public Administration and Social Services
2016_2017,2841,SUNY COLLEGE AT BROCKPORT,PUBLIC,4404,Public Administration.,5,Master's Degree,70,28482,29245,101,Public Administration and Social Services
2016_2017,2301,NORTHERN MICHIGAN UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,29102,34,Public Administration and Social Services
2016_2017,1144,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",PUBLIC,4404,Public Administration.,5,Master's Degree,12,PrivacySuppressed,29078,24,Public Administration and Social Services
2016_2017,1948,UNIVERSITY OF KANSAS,PUBLIC,4404,Public Administration.,5,Master's Degree,25,27829,28960,63,Public Administration and Social Services
2016_2017,11163,UNIVERSITY OF TEXAS AT TYLER,PUBLIC,4404,Public Administration.,5,Master's Degree,17,PrivacySuppressed,28829,38,Public Administration and Social Services
2016_2017,1051,UNIVERSITY OF ALABAMA,PUBLIC,4404,Public Administration.,5,Master's Degree,14,PrivacySuppressed,28629,23,Public Administration and Social Services
2016_2017,1125,CALIFORNIA BAPTIST UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,76,27625,28478,107,Public Administration and Social Services
2016_2017,7273,CUNY BERNARD M. BARUCH COLLEGE,PUBLIC,4404,Public Administration.,5,Master's Degree,183,25114,28275,438,Public Administration and Social Services
2016_2017,3018,BOWLING GREEN STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,14,PrivacySuppressed,28040,31,Public Administration and Social Services
2016_2017,3920,UNIVERSITY OF WISCONSIN - OSHKOSH,PUBLIC,4404,Public Administration.,5,Master's Degree,17,PrivacySuppressed,27917,42,Public Administration and Social Services
2016_2017,2735,HILBERT COLLEGE,PRIVATE,4404,Public Administration.,5,Master's Degree,PrivacySuppressed,30750,27884,19,Public Administration and Social Services
2016_2017,3326,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,PUBLIC,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,27759,25,Public Administration and Social Services
2016_2017,3615,TEXAS STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,31,21680,27744,54,Public Administration and Social Services
2016_2017,3594,UNIVERSITY OF NORTH TEXAS,PUBLIC,4404,Public Administration.,5,Master's Degree,24,29391,27734,60,Public Administration and Social Services
2016_2017,2906,APPALACHIAN STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,36,28777,27672,63,Public Administration and Social Services
2016_2017,2628,RIDER UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,11,PrivacySuppressed,27534,29,Public Administration and Social Services
2016_2017,2516,UNIVERSITY OF MISSOURI - COLUMBIA,PUBLIC,4404,Public Administration.,5,Master's Degree,54,23982,27258,149,Public Administration and Social Services
2016_2017,1813,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLI,PUBLIC,4404,Public Administration.,8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,27116,NULL,Public Administration and Social Services
2016_2017,2688,CITY COLLEGE OF NEW YORK - CUNY,PUBLIC,4404,Public Administration.,5,Master's Degree,14,PrivacySuppressed,27089,25,Public Administration and Social Services
2016_2017,1150,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,PUBLIC,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,27030,23,Public Administration and Social Services
2016_2017,11161,TEXAS A&M UNIVERSITY - CORPUS CHRISTI,PUBLIC,4404,Public Administration.,5,Master's Degree,19,PrivacySuppressed,26958,44,Public Administration and Social Services
2016_2017,3632,TEXAS A&M UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,53,29562,26954,142,Public Administration and Social Services
2016_2017,1090,ARKANSAS STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,101,26200,26927,195,Public Administration and Social Services
2016_2017,1147,"CALIFORNIA STATE UNIVERSITY, FRESNO",PUBLIC,4404,Public Administration.,5,Master's Degree,12,PrivacySuppressed,26896,25,Public Administration and Social Services
2016_2017,7948,WILMINGTON UNIVERSITY,PRIVATE,4404,Public Administration.,5,Master's Degree,18,PrivacySuppressed,26777,32,Public Administration and Social Services
2016_2017,1737,NORTHERN ILLINOIS UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,34,28850,26174,68,Public Administration and Social Services
2016_2017,1401,POST UNIVERSITY,PROPRIETARY,4404,Public Administration.,5,Master's Degree,21,24830,25912,43,Public Administration and Social Services
2016_2017,1601,UNIVERSITY OF WEST GEORGIA,PUBLIC,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,25869,26,Public Administration and Social Services
2016_2017,2568,"UNIVERSITY OF NEVADA , RENO",PUBLIC,4404,Public Administration.,5,Master's Degree,10,PrivacySuppressed,25564,26,Public Administration and Social Services
2016_2017,2503,MISSOURI STATE UNIVERSITY,PUBLIC,4404,Public Administration.,5,Master's Degree,15,PrivacySuppressed,25420,38,Public Administration and Social Services
